# Trials rnd
10;15:46:59;15:47:09
50;15:47:29;15:47:34
200;15:47:54;15:47:57
100;15:48:17;15:48:21
30;15:48:41;15:48:47
3;15:49:07;15:49:32
10;15:49:52;15:50:02
200;15:50:22;15:50:26
50;15:50:46;15:50:50
30;15:51:10;15:51:16
100;15:51:36;15:51:40
3;15:52:00;15:52:26
100;15:52:46;15:52:49
30;15:53:09;15:53:15
10;15:53:35;15:53:45
200;15:54:05;15:54:08
50;15:54:28;15:54:33
3;15:54:53;15:55:19
3;15:55:39;15:56:04
50;15:56:24;15:56:29
10;15:56:49;15:56:59
200;15:57:19;15:57:22
30;15:57:42;15:57:48
100;15:58:08;15:58:12
10;15:58:32;15:58:42
100;15:59:02;15:59:05
30;15:59:25;15:59:31
200;15:59:51;15:59:54
50;16:00:14;16:00:19
3;16:00:39;16:01:05
