# Trials rnd
200;16:44:06;16:44:09
10;16:44:29;16:44:39
3;16:44:59;16:45:25
30;16:45:45;16:45:50
50;16:46:10;16:46:15
100;16:46:35;16:46:39
3;16:46:59;16:47:24
200;16:47:44;16:47:48
10;16:48:08;16:48:18
100;16:48:38;16:48:42
30;16:49:02;16:49:07
50;16:49:27;16:49:32
50;16:49:52;16:49:56
30;16:50:16;16:50:22
200;16:50:42;16:50:45
10;16:51:05;16:51:15
3;16:51:35;16:52:01
100;16:52:21;16:52:25
50;16:52:45;16:52:49
3;16:53:09;16:53:35
200;16:53:55;16:53:59
100;16:54:19;16:54:23
10;16:54:43;16:54:53
30;16:55:13;16:55:18
10;16:55:38;16:55:48
3;16:56:08;16:56:34
100;16:56:54;16:56:58
50;16:57:18;16:57:22
200;16:57:42;16:57:46
30;16:58:06;16:58:11
