# Trials rnd
200;16:34:56;16:34:58
50;16:35:20;16:35:23
10;16:35:44;16:35:53
3;16:36:14;16:36:38
100;16:37:00;16:37:02
30;16:37:24;16:37:28
30;16:37:50;16:37:53
200;16:38:15;16:38:17
50;16:38:39;16:38:42
10;16:39:03;16:39:12
100;16:39:33;16:39:36
3;16:39:57;16:40:21
100;16:40:43;16:40:45
200;16:41:07;16:41:09
30;16:41:31;16:41:35
10;16:41:56;16:42:05
3;16:42:26;16:42:50
50;16:43:12;16:43:15
50;16:43:37;16:43:40
3;16:44:01;16:44:25
10;16:44:47;16:44:56
100;16:45:17;16:45:19
30;16:45:41;16:45:45
200;16:46:07;16:46:09
100;16:46:30;16:46:33
50;16:46:54;16:46:57
30;16:47:19;16:47:23
10;16:47:44;16:47:53
200;16:48:14;16:48:16
3;16:48:38;16:49:02
