# Trials rnd
3;17:05:51;17:06:16
200;17:06:37;17:06:39
50;17:07:01;17:07:04
100;17:07:26;17:07:28
10;17:07:49;17:07:58
30;17:08:19;17:08:23
10;17:08:45;17:08:53
50;17:09:15;17:09:18
200;17:09:40;17:09:42
3;17:10:03;17:10:27
100;17:10:49;17:10:51
30;17:11:13;17:11:17
200;17:11:38;17:11:40
30;17:12:02;17:12:06
3;17:12:28;17:12:52
50;17:13:13;17:13:16
100;17:13:38;17:13:40
10;17:14:02;17:14:10
3;17:14:32;17:14:56
30;17:15:18;17:15:21
50;17:15:43;17:15:46
10;17:16:08;17:16:16
200;17:16:38;17:16:40
100;17:17:01;17:17:04
200;17:17:25;17:17:27
50;17:17:49;17:17:52
3;17:18:14;17:18:38
30;17:18:59;17:19:03
100;17:19:25;17:19:27
10;17:19:49;17:19:57
