# Trials rnd
10;16:42:58;16:43:07
100;16:43:28;16:43:31
3;16:43:52;16:44:16
50;16:44:38;16:44:41
200;16:45:03;16:45:05
30;16:45:26;16:45:30
50;16:45:52;16:45:55
10;16:46:17;16:46:25
200;16:46:47;16:46:48
3;16:47:10;16:47:34
100;16:47:56;16:47:58
30;16:48:20;16:48:24
50;16:48:45;16:48:48
30;16:49:10;16:49:14
100;16:49:36;16:49:38
10;16:49:59;16:50:08
200;16:50:29;16:50:31
3;16:50:53;16:51:17
3;16:51:39;16:52:03
30;16:52:25;16:52:28
100;16:52:50;16:52:52
200;16:53:14;16:53:16
50;16:53:38;16:53:41
10;16:54:02;16:54:11
100;16:54:32;16:54:34
30;16:54:56;16:55:00
10;16:55:22;16:55:30
50;16:55:52;16:55:55
200;16:56:16;16:56:18
3;16:56:40;16:57:04
