# Trials rnd
3;10:36:19;10:36:44
30;10:37:04;10:37:10
10;10:37:30;10:37:40
50;10:38:00;10:38:04
100;10:38:25;10:38:28
200;10:38:48;10:38:52
10;10:39:12;10:39:22
100;10:39:42;10:39:46
30;10:40:06;10:40:11
200;10:40:31;10:40:35
3;10:40:55;10:41:21
50;10:41:41;10:41:45
100;10:42:05;10:42:09
30;10:42:29;10:42:35
3;10:42:55;10:43:20
200;10:43:40;10:43:44
50;10:44:04;10:44:08
10;10:44:29;10:44:38
100;10:44:58;10:45:02
200;10:45:22;10:45:26
3;10:45:46;10:46:12
30;10:46:32;10:46:37
50;10:46:57;10:47:02
10;10:47:22;10:47:32
10;10:47:52;10:48:02
50;10:48:22;10:48:26
100;10:48:46;10:48:50
200;10:49:10;10:49:14
30;10:49:34;10:49:39
3;10:49:59;10:50:25
