# Trials rnd
100;16:10:29;16:10:31
50;16:10:53;16:10:56
30;16:11:18;16:11:21
3;16:11:43;16:12:07
200;16:12:29;16:12:31
10;16:12:52;16:13:01
50;16:13:22;16:13:25
10;16:13:47;16:13:55
200;16:14:17;16:14:19
30;16:14:41;16:14:44
3;16:15:06;16:15:30
100;16:15:52;16:15:54
200;16:16:16;16:16:18
10;16:16:39;16:16:48
100;16:17:09;16:17:12
3;16:17:33;16:17:57
30;16:18:19;16:18:23
50;16:18:45;16:18:48
10;16:19:09;16:19:17
50;16:19:39;16:19:42
3;16:20:04;16:20:28
100;16:20:50;16:20:52
30;16:21:13;16:21:17
200;16:21:39;16:21:41
30;16:22:03;16:22:06
10;16:22:28;16:22:36
3;16:22:58;16:23:22
200;16:23:44;16:23:46
50;16:24:07;16:24:10
100;16:24:32;16:24:34
