# Trials rnd
3;11:21:17;11:21:41
10;11:22:03;11:22:11
30;11:22:32;11:22:36
100;11:22:58;11:23:00
50;11:23:22;11:23:25
200;11:23:46;11:23:48
50;11:24:10;11:24:13
10;11:24:35;11:24:43
30;11:25:05;11:25:08
100;11:25:30;11:25:32
3;11:25:54;11:26:18
200;11:26:40;11:26:42
100;11:27:03;11:27:06
30;11:27:27;11:27:31
200;11:27:53;11:27:55
50;11:28:16;11:28:19
10;11:28:41;11:28:49
3;11:29:11;11:29:35
200;11:29:57;11:29:59
30;11:30:20;11:30:24
10;11:30:46;11:30:54
100;11:31:16;11:31:18
50;11:31:40;11:31:43
3;11:32:04;11:32:29
3;11:32:50;11:33:14
100;11:33:36;11:33:38
50;11:34:00;11:34:03
200;11:34:24;11:34:26
10;11:34:48;11:34:56
30;11:35:18;11:35:22
