# Trials rnd
50;15:45:13;15:45:16
100;15:45:38;15:45:40
200;15:46:02;15:46:04
10;15:46:26;15:46:34
3;15:46:56;15:47:20
30;15:47:41;15:47:45
10;15:48:07;15:48:15
200;15:48:37;15:48:39
3;15:49:01;15:49:25
50;15:49:46;15:49:49
30;15:50:11;15:50:15
100;15:50:36;15:50:39
30;15:51:00;15:51:04
50;15:51:26;15:51:29
3;15:51:51;15:52:15
10;15:52:36;15:52:45
200;15:53:06;15:53:08
100;15:53:30;15:53:32
50;15:53:54;15:53:57
100;15:54:19;15:54:21
10;15:54:43;15:54:51
200;15:55:13;15:55:14
3;15:55:36;15:56:00
30;15:56:22;15:56:26
30;15:56:47;15:56:51
100;15:57:13;15:57:15
10;15:57:37;15:57:45
3;15:58:07;15:58:31
200;15:58:53;15:58:55
50;15:59:16;15:59:19
