# Trials rnd
100;16:54:19;16:54:21
30;16:54:43;16:54:47
10;16:55:08;16:55:17
3;16:55:38;16:56:02
200;16:56:24;16:56:26
50;16:56:48;16:56:51
10;16:57:12;16:57:21
30;16:57:42;16:57:46
50;16:58:08;16:58:11
200;16:58:33;16:58:34
3;16:58:56;16:59:20
100;16:59:42;16:59:44
100;17:00:06;17:00:08
50;17:00:30;17:00:33
200;17:00:55;17:00:56
3;17:01:18;17:01:42
30;17:02:04;17:02:08
10;17:02:29;17:02:38
50;17:02:59;17:03:02
100;17:03:24;17:03:26
200;17:03:48;17:03:50
3;17:04:12;17:04:36
30;17:04:57;17:05:01
10;17:05:23;17:05:31
30;17:05:53;17:05:57
10;17:06:18;17:06:27
100;17:06:48;17:06:51
50;17:07:12;17:07:15
3;17:07:37;17:08:01
200;17:08:23;17:08:25
