# Trials rnd
30;15:23:14;15:23:18
3;15:23:40;15:24:04
10;15:24:25;15:24:34
100;15:24:55;15:24:58
50;15:25:19;15:25:22
200;15:25:44;15:25:46
10;15:26:08;15:26:16
200;15:26:38;15:26:39
3;15:27:01;15:27:25
100;15:27:47;15:27:49
30;15:28:11;15:28:15
50;15:28:36;15:28:39
200;15:29:01;15:29:03
3;15:29:25;15:29:49
50;15:30:10;15:30:13
30;15:30:35;15:30:39
100;15:31:00;15:31:03
10;15:31:24;15:31:33
50;15:31:54;15:31:57
10;15:32:19;15:32:27
100;15:32:49;15:32:51
200;15:33:13;15:33:15
30;15:33:37;15:33:40
3;15:34:02;15:34:26
10;15:34:48;15:34:56
200;15:35:18;15:35:20
50;15:35:41;15:35:44
30;15:36:06;15:36:10
3;15:36:32;15:36:56
100;15:37:17;15:37:20
