# Trials rnd
50;15:58:47;15:58:52
30;15:59:12;15:59:17
10;15:59:37;15:59:47
200;16:00:07;16:00:11
3;16:00:31;16:00:56
100;16:01:16;16:01:20
200;16:01:40;16:01:44
30;16:02:04;16:02:09
100;16:02:29;16:02:33
3;16:02:53;16:03:19
50;16:03:39;16:03:43
10;16:04:03;16:04:13
50;16:04:33;16:04:38
10;16:04:58;16:05:08
3;16:05:28;16:05:54
200;16:06:14;16:06:17
100;16:06:37;16:06:41
30;16:07:01;16:07:07
10;16:07:27;16:07:37
200;16:07:57;16:08:00
30;16:08:20;16:08:26
50;16:08:46;16:08:50
3;16:09:10;16:09:36
100;16:09:56;16:10:00
50;16:10:20;16:10:24
200;16:10:44;16:10:48
3;16:11:08;16:11:34
30;16:11:54;16:11:59
10;16:12:19;16:12:29
100;16:12:49;16:12:53
