# Trials rnd
100;15:21:54;15:21:58
50;15:22:18;15:22:22
30;15:22:42;15:22:47
200;15:23:08;15:23:11
10;15:23:31;15:23:41
3;15:24:01;15:24:27
200;15:24:47;15:24:50
30;15:25:10;15:25:16
3;15:25:36;15:26:01
50;15:26:21;15:26:26
10;15:26:46;15:26:56
100;15:27:16;15:27:20
200;15:27:40;15:27:43
50;15:28:03;15:28:08
3;15:28:28;15:28:54
30;15:29:14;15:29:19
100;15:29:39;15:29:43
10;15:30:03;15:30:13
30;15:30:33;15:30:38
100;15:30:58;15:31:02
50;15:31:22;15:31:27
10;15:31:47;15:31:57
200;15:32:17;15:32:20
3;15:32:40;15:33:06
30;15:33:26;15:33:31
100;15:33:51;15:33:55
50;15:34:15;15:34:20
3;15:34:40;15:35:05
10;15:35:25;15:35:35
200;15:35:55;15:35:59
