# Trials rnd
3;12:59:44;13:00:09
10;13:00:29;13:00:39
50;13:00:59;13:01:04
200;13:01:24;13:01:27
100;13:01:47;13:01:51
30;13:02:11;13:02:17
30;13:02:37;13:02:42
100;13:03:02;13:03:06
3;13:03:26;13:03:52
200;13:04:12;13:04:15
50;13:04:35;13:04:40
10;13:05:00;13:05:10
200;13:05:30;13:05:33
50;13:05:53;13:05:58
10;13:06:18;13:06:28
100;13:06:48;13:06:52
30;13:07:12;13:07:17
3;13:07:37;13:08:03
3;13:08:23;13:08:49
10;13:09:09;13:09:19
50;13:09:39;13:09:43
200;13:10:03;13:10:07
30;13:10:27;13:10:32
100;13:10:52;13:10:56
200;13:11:16;13:11:20
3;13:11:40;13:12:05
100;13:12:25;13:12:29
30;13:12:49;13:12:55
10;13:13:15;13:13:25
50;13:13:45;13:13:49
