# Trials rnd
10;15:22:10;15:22:19
100;15:22:40;15:22:43
200;15:23:04;15:23:06
30;15:23:28;15:23:32
50;15:23:53;15:23:56
3;15:24:18;15:24:42
100;15:25:04;15:25:06
200;15:25:28;15:25:30
30;15:25:51;15:25:55
10;15:26:17;15:26:25
50;15:26:47;15:26:50
3;15:27:11;15:27:36
3;15:27:57;15:28:21
30;15:28:43;15:28:47
50;15:29:08;15:29:11
100;15:29:33;15:29:35
200;15:29:57;15:29:59
10;15:30:21;15:30:29
3;15:30:51;15:31:15
100;15:31:36;15:31:39
200;15:32:00;15:32:02
30;15:32:24;15:32:28
50;15:32:49;15:32:52
10;15:33:14;15:33:22
3;15:33:44;15:34:08
30;15:34:30;15:34:34
10;15:34:55;15:35:04
100;15:35:25;15:35:27
50;15:35:49;15:35:52
200;15:36:14;15:36:16
