# Trials rnd
50;10:38:32;10:38:36
10;10:38:56;10:39:06
30;10:39:26;10:39:32
200;10:39:52;10:39:55
3;10:40:15;10:40:41
100;10:41:01;10:41:05
200;10:41:25;10:41:28
30;10:41:48;10:41:54
100;10:42:14;10:42:18
10;10:42:38;10:42:48
50;10:43:08;10:43:12
3;10:43:32;10:43:58
3;10:44:18;10:44:44
50;10:45:04;10:45:08
100;10:45:28;10:45:32
200;10:45:52;10:45:56
30;10:46:16;10:46:21
10;10:46:41;10:46:51
100;10:47:11;10:47:15
3;10:47:35;10:48:01
50;10:48:21;10:48:25
30;10:48:45;10:48:51
10;10:49:11;10:49:21
200;10:49:41;10:49:44
50;10:50:04;10:50:09
100;10:50:29;10:50:33
200;10:50:53;10:50:56
10;10:51:16;10:51:26
30;10:51:46;10:51:52
3;10:52:12;10:52:38
