# Trials rnd
3;12:14:03;12:14:29
10;12:14:49;12:14:59
200;12:15:19;12:15:22
30;12:15:42;12:15:48
100;12:16:08;12:16:11
50;12:16:31;12:16:36
200;12:16:56;12:17:00
10;12:17:20;12:17:29
100;12:17:49;12:17:53
3;12:18:13;12:18:39
50;12:18:59;12:19:04
30;12:19:24;12:19:29
10;12:19:49;12:19:59
50;12:20:19;12:20:24
100;12:20:44;12:20:47
3;12:21:07;12:21:33
200;12:21:53;12:21:57
30;12:22:17;12:22:22
100;12:22:42;12:22:46
30;12:23:06;12:23:12
10;12:23:32;12:23:41
200;12:24:01;12:24:05
3;12:24:25;12:24:51
50;12:25:11;12:25:15
3;12:25:35;12:26:01
100;12:26:21;12:26:25
30;12:26:45;12:26:50
200;12:27:10;12:27:14
10;12:27:34;12:27:44
50;12:28:04;12:28:08
