# Trials rnd
50;12:51:16;12:51:21
3;12:51:41;12:52:06
200;12:52:26;12:52:30
100;12:52:50;12:52:54
30;12:53:14;12:53:19
10;12:53:39;12:53:49
10;12:54:09;12:54:19
100;12:54:39;12:54:43
30;12:55:03;12:55:08
200;12:55:28;12:55:32
50;12:55:52;12:55:57
3;12:56:17;12:56:42
100;12:57:02;12:57:06
10;12:57:26;12:57:36
200;12:57:56;12:58:00
30;12:58:20;12:58:25
50;12:58:45;12:58:50
3;12:59:10;12:59:35
50;12:59:55;13:00:00
200;13:00:20;13:00:24
30;13:00:44;13:00:49
10;13:01:09;13:01:19
100;13:01:39;13:01:43
3;13:02:03;13:02:29
3;13:02:49;13:03:14
30;13:03:34;13:03:40
10;13:04:00;13:04:10
100;13:04:30;13:04:34
200;13:04:54;13:04:57
50;13:05:17;13:05:22
