# Trials rnd
100;16:55:18;16:55:22
10;16:55:42;16:55:52
200;16:56:12;16:56:15
30;16:56:35;16:56:41
3;16:57:01;16:57:27
50;16:57:47;16:57:51
3;16:58:11;16:58:37
10;16:58:57;16:59:07
50;16:59:27;16:59:31
30;16:59:51;16:59:57
100;17:00:17;17:00:21
200;17:00:41;17:00:44
200;17:01:04;17:01:08
3;17:01:28;17:01:53
10;17:02:13;17:02:23
50;17:02:43;17:02:48
30;17:03:08;17:03:13
100;17:03:33;17:03:37
3;17:03:57;17:04:23
30;17:04:43;17:04:49
50;17:05:09;17:05:13
100;17:05:33;17:05:37
200;17:05:57;17:06:01
10;17:06:21;17:06:31
50;17:06:51;17:06:55
100;17:07:15;17:07:19
200;17:07:39;17:07:43
10;17:08:03;17:08:13
30;17:08:33;17:08:38
3;17:08:58;17:09:24
