# Trials rnd
30;17:15:01;17:15:06
3;17:15:26;17:15:52
100;17:16:12;17:16:16
50;17:16:36;17:16:40
200;17:17:00;17:17:04
10;17:17:24;17:17:34
50;17:17:54;17:17:58
10;17:18:18;17:18:28
200;17:18:48;17:18:52
30;17:19:12;17:19:17
3;17:19:37;17:20:03
100;17:20:23;17:20:27
30;17:20:47;17:20:52
3;17:21:12;17:21:38
100;17:21:58;17:22:02
200;17:22:22;17:22:25
10;17:22:45;17:22:55
50;17:23:15;17:23:20
50;17:23:40;17:23:45
10;17:24:05;17:24:15
3;17:24:35;17:25:00
30;17:25:20;17:25:26
200;17:25:46;17:25:49
100;17:26:09;17:26:13
3;17:26:33;17:26:59
100;17:27:19;17:27:23
10;17:27:43;17:27:53
50;17:28:13;17:28:17
30;17:28:37;17:28:43
200;17:29:03;17:29:06
