# Trials rnd
3;15:09:39;15:10:05
30;15:10:25;15:10:31
100;15:10:51;15:10:54
50;15:11:14;15:11:19
200;15:11:39;15:11:43
10;15:12:03;15:12:13
30;15:12:33;15:12:38
3;15:12:58;15:13:24
100;15:13:44;15:13:48
50;15:14:08;15:14:12
10;15:14:32;15:14:42
200;15:15:02;15:15:06
30;15:15:26;15:15:31
200;15:15:51;15:15:55
3;15:16:15;15:16:41
50;15:17:01;15:17:05
10;15:17:25;15:17:35
100;15:17:55;15:17:59
50;15:18:19;15:18:24
100;15:18:44;15:18:47
30;15:19:07;15:19:13
200;15:19:33;15:19:36
10;15:19:56;15:20:06
3;15:20:26;15:20:52
200;15:21:12;15:21:16
100;15:21:36;15:21:40
10;15:22:00;15:22:10
50;15:22:30;15:22:34
3;15:22:54;15:23:20
30;15:23:40;15:23:45
