# Trials rnd
100;15:05:56;15:05:58
30;15:06:20;15:06:24
50;15:06:45;15:06:48
10;15:07:10;15:07:18
3;15:07:40;15:08:04
200;15:08:26;15:08:28
10;15:08:49;15:08:58
200;15:09:19;15:09:21
30;15:09:43;15:09:47
3;15:10:08;15:10:32
100;15:10:54;15:10:56
50;15:11:18;15:11:21
3;15:11:43;15:12:07
200;15:12:28;15:12:30
30;15:12:52;15:12:56
100;15:13:18;15:13:20
10;15:13:42;15:13:50
50;15:14:12;15:14:14
100;15:14:36;15:14:38
10;15:15:00;15:15:08
200;15:15:30;15:15:32
50;15:15:54;15:15:57
30;15:16:18;15:16:22
3;15:16:44;15:17:08
3;15:17:30;15:17:54
30;15:18:15;15:18:19
10;15:18:41;15:18:49
100;15:19:11;15:19:13
200;15:19:35;15:19:37
50;15:19:58;15:20:01
