# Trials rnd
3;10:16:23;10:16:49
200;10:17:09;10:17:13
10;10:17:33;10:17:43
30;10:18:03;10:18:08
50;10:18:28;10:18:33
100;10:18:53;10:18:57
50;10:19:17;10:19:21
100;10:19:41;10:19:45
200;10:20:05;10:20:09
10;10:20:29;10:20:39
30;10:20:59;10:21:04
3;10:21:24;10:21:50
100;10:22:10;10:22:14
200;10:22:34;10:22:37
50;10:22:57;10:23:02
30;10:23:22;10:23:27
10;10:23:47;10:23:57
3;10:24:17;10:24:43
3;10:25:03;10:25:29
200;10:25:49;10:25:52
30;10:26:12;10:26:18
10;10:26:38;10:26:48
100;10:27:08;10:27:12
50;10:27:32;10:27:36
50;10:27:56;10:28:01
10;10:28:21;10:28:31
30;10:28:51;10:28:56
100;10:29:16;10:29:20
3;10:29:40;10:30:06
200;10:30:26;10:30:30
