# Trials rnd
34;16:05:35;16:05:39
28;16:06:00;16:06:04
30;16:06:26;16:06:30
32;16:06:51;16:06:55
26;16:07:17;16:07:21
32;16:07:43;16:07:46
26;16:08:08;16:08:12
34;16:08:34;16:08:37
30;16:08:59;16:09:03
28;16:09:25;16:09:29
30;16:09:50;16:09:54
28;16:10:16;16:10:20
26;16:10:41;16:10:46
32;16:11:07;16:11:11
34;16:11:33;16:11:36
30;16:11:58;16:12:02
28;16:12:23;16:12:27
32;16:12:49;16:12:53
34;16:13:14;16:13:18
26;16:13:40;16:13:44
34;16:14:05;16:14:09
26;16:14:31;16:14:35
30;16:14:57;16:15:00
32;16:15:22;16:15:26
28;16:15:47;16:15:51
