# Trials rnd
34;11:53:00;11:53:03
30;11:53:25;11:53:29
26;11:53:50;11:53:55
28;11:54:16;11:54:20
32;11:54:42;11:54:46
26;11:55:07;11:55:11
30;11:55:33;11:55:37
28;11:55:58;11:56:02
32;11:56:24;11:56:28
34;11:56:49;11:56:53
28;11:57:15;11:57:19
30;11:57:40;11:57:44
26;11:58:06;11:58:10
32;11:58:31;11:58:35
34;11:58:57;11:59:00
32;11:59:22;11:59:26
28;11:59:47;11:59:51
30;12:00:13;12:00:17
26;12:00:38;12:00:43
34;12:01:04;12:01:08
26;12:01:29;12:01:34
34;12:01:55;12:01:59
28;12:02:20;12:02:24
32;12:02:46;12:02:50
30;12:03:11;12:03:15
