# Trials rnd
32;15:47:44;15:47:48
30;15:48:09;15:48:13
34;15:48:35;15:48:38
28;15:49:00;15:49:04
26;15:49:26;15:49:30
26;15:49:52;15:49:56
34;15:50:17;15:50:21
32;15:50:43;15:50:46
30;15:51:08;15:51:12
28;15:51:34;15:51:38
30;15:51:59;15:52:03
28;15:52:25;15:52:29
32;15:52:50;15:52:54
34;15:53:16;15:53:19
26;15:53:41;15:53:45
28;15:54:07;15:54:11
26;15:54:32;15:54:37
32;15:54:58;15:55:02
30;15:55:24;15:55:27
34;15:55:49;15:55:53
28;15:56:14;15:56:18
30;15:56:40;15:56:44
34;15:57:06;15:57:09
26;15:57:31;15:57:35
32;15:57:57;15:58:00
